URL,title,details
/Movie Scripts/Body of Evidence Script.html,Body of Evidence Script.,"{'writers': ['Brad Mirman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Romance', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Bodyguard Script.html,Bodyguard Script.,"{'writers': ['Lawrence Kasdan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance', 'Thriller'], 'script_date': 'February 1992', 'release_date': None}"
/Movie Scripts/Bones Script.html,Bones Script.,"{'writers': ['Adam Simon', 'Tim Metcalfe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Bonfire of the Vanities Script.html,Bonfire of the Vanities Script.,"{'writers': ['Michael Cristofer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': 'July 1990', 'release_date': None}"
/Movie Scripts/Bonnie and Clyde Script.html,Bonnie and Clyde Script.,"{'writers': ['David Newman', 'Robert Benton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Boogie Nights Script.html,Boogie Nights Script.,"{'writers': ['Paul Thomas Anderson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Book of Eli, The Script.html","Book of Eli, The Script.","{'writers': ['Gary Whitta'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'Western'], 'script_date': 'June 2007', 'release_date': 'January 2010'}"
/Movie Scripts/Bookworm Script.html,Bookworm Script.,"{'writers': ['Toby Harvard'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'October 2024'}"
/Movie Scripts/Boondock Saints 2: All Saints Day Script.html,Boondock Saints 2: All Saints Day Script.,"{'writers': ['Troy Duffy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Drama', 'Thriller'], 'script_date': 'September 2007', 'release_date': 'November 2009'}"
"/Movie Scripts/Boondock Saints, The Script.html","Boondock Saints, The Script.","{'writers': ['Troy Duffy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'August 1997', 'release_date': 'January 2000'}"
/Movie Scripts/Bottle Rocket Script.html,Bottle Rocket Script.,"{'writers': ['Owen Wilson', 'Wes Anderson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Bound Script.html,Bound Script.,"{'writers': ['Andy Wachowski', 'Larry Wachowski'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'October 1996'}"
"/Movie Scripts/Bounty Hunter, The Script.html","Bounty Hunter, The Script.","{'writers': ['Sarah Thorp'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Crime', 'Romance'], 'script_date': 'September 2007', 'release_date': 'March 2010'}"
"/Movie Scripts/Bourne Identity, The Script.html","Bourne Identity, The Script.","{'writers': ['Tony Gilroy', 'Robert Ludlum'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller', 'Mystery', 'Drama', 'Adventure'], 'script_date': 'September 2000', 'release_date': 'June 2002'}"
"/Movie Scripts/Bourne Supremacy, The Script.html","Bourne Supremacy, The Script.","{'writers': ['Tony Gilroy', 'Brian Helgeland', 'Robert Ludlum'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Mystery', 'Thriller', 'Action', 'Drama'], 'script_date': 'November 2003', 'release_date': 'July 2004'}"
"/Movie Scripts/Bourne Ultimatum, The Script.html","Bourne Ultimatum, The Script.","{'writers': ['Tony Gilroy', 'Scott Z. Burns', 'George Nolfi'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Mystery', 'Thriller'], 'script_date': 'June 2007', 'release_date': 'August 2007'}"
"/Movie Scripts/Box, The Script.html","Box, The Script.","{'writers': ['Richard Kelly', 'Richard Matheson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Sci-Fi'], 'script_date': 'September 2006', 'release_date': 'November 2009'}"
"/Movie Scripts/Boxtrolls, The Script.html","Boxtrolls, The Script.","{'writers': ['Irena Brignull', 'Adam Pava'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Adventure', 'Comedy'], 'script_date': None, 'release_date': 'September 2014'}"
/Movie Scripts/Boyhood Script.html,Boyhood Script.,"{'writers': ['Richard Linklater'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'August 2014'}"
/Movie Scripts/Braveheart Script.html,Braveheart Script.,"{'writers': ['Randall Wallace'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'War', 'Action'], 'script_date': 'December 1995', 'release_date': None}"
/Movie Scripts/Brazil Script.html,Brazil Script.,"{'writers': ['Terry Gilliam', 'Charles McKeown'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Fantasy', 'Sci-Fi'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Break Script.html,Break Script.,"{'writers': ['Oliver Stone'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'January 1969', 'release_date': None}"
/Movie Scripts/Breakdown Script.html,Breakdown Script.,"{'writers': ['Jonathan Mostow'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller'], 'script_date': 'March 1996', 'release_date': None}"
"/Movie Scripts/Breakfast Club, The Script.html","Breakfast Club, The Script.","{'writers': ['John Hughes'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Breaking Away Script.html,Breaking Away Script.,"{'writers': ['Steve Tesich'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': 'June 1978', 'release_date': 'July 1979'}"
/Movie Scripts/Brick Script.html,Brick Script.,"{'writers': ['Rian Johnson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery'], 'script_date': None, 'release_date': 'April 2006'}"
/Movie Scripts/Bridesmaids Script.html,Bridesmaids Script.,"{'writers': ['Annie Mumolo'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'August 2009', 'release_date': 'May 2011'}"
/Movie Scripts/Bringing Out the Dead Script.html,Bringing Out the Dead Script.,"{'writers': ['Paul Schrader'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'November 1997', 'release_date': None}"
/Movie Scripts/Broadcast News Script.html,Broadcast News Script.,"{'writers': ['James L. Brooks'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Broken Arrow Script.html,Broken Arrow Script.,"{'writers': ['Graham Yost'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Thriller'], 'script_date': 'March 1995', 'release_date': 'February 1996'}"
/Movie Scripts/Broken Embraces Script.html,Broken Embraces Script.,"{'writers': ['Pedro Almodovar'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance', 'Thriller'], 'script_date': None, 'release_date': 'October 2009'}"
"/Movie Scripts/Brothers Bloom, The Script.html","Brothers Bloom, The Script.","{'writers': ['Rian Johnson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'September 2008'}"
/Movie Scripts/Bruce Almighty Script.html,Bruce Almighty Script.,"{'writers': ['Steve Koren', ""Mark O'Keefe"", 'Steve Oedekerk'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Fantasy', 'Romance'], 'script_date': 'July 2002', 'release_date': None}"
"/Movie Scripts/Brutalist, The Script.html","Brutalist, The Script.","{'writers': ['Brady Corbet', 'Mona Fastvold'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'March 2023', 'release_date': 'January 2025'}"
/Movie Scripts/Buffy the Vampire Slayer Script.html,Buffy the Vampire Slayer Script.,"{'writers': ['Joss Whedon'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Horror'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Bull Durham Script.html,Bull Durham Script.,"{'writers': ['Ron Shelton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'June 1988'}"
/Movie Scripts/Buried Script.html,Buried Script.,"{'writers': ['Chris Sparling'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': 'September 2010'}"
/Movie Scripts/Burlesque Script.html,Burlesque Script.,"{'writers': ['Steven Antin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Musical', 'Romance'], 'script_date': 'February 2009', 'release_date': 'November 2010'}"
/Movie Scripts/Burn After Reading Script.html,Burn After Reading Script.,"{'writers': ['Joel Coen', 'Ethan Coen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': None, 'release_date': 'September 2008'}"
/Movie Scripts/Burning Annie Script.html,Burning Annie Script.,"{'writers': ['Zack Ordynans'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'January 2002', 'release_date': 'February 2007'}"
"/Movie Scripts/Butterfly Effect, The Script.html","Butterfly Effect, The Script.","{'writers': ['J. Mackye Gruber', 'Eric Bress'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller', 'Fantasy'], 'script_date': None, 'release_date': 'January 2004'}"
/Movie Scripts/Cable Guy Script.html,Cable Guy Script.,"{'writers': ['Lou Holtz Jr.', 'Judd Apatow'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Thriller'], 'script_date': 'October 1996', 'release_date': None}"
/Movie Scripts/Candle to Water Script.html,Candle to Water Script.,"{'writers': ['Nick Green'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'May 2012', 'release_date': 'November 2012'}"
/Movie Scripts/Capote Script.html,Capote Script.,"{'writers': ['Dan Futterman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': None, 'release_date': 'February 2006'}"
/Movie Scripts/Carrie Script.html,Carrie Script.,"{'writers': ['Lawrence D. Cohen', 'Stephen King'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller'], 'script_date': None, 'release_date': 'November 1976'}"
/Movie Scripts/Cars 2 Script.html,Cars 2 Script.,"{'writers': ['Ben Queen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Action', 'Adventure'], 'script_date': None, 'release_date': 'June 2011'}"
/Movie Scripts/Casablanca Script.html,Casablanca Script.,"{'writers': ['Julius Epstein', 'Philip Epstein', 'Howard Koch'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Case 39 Script.html,Case 39 Script.,"{'writers': ['Ray Wright'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Mystery', 'Thriller'], 'script_date': 'February 2006', 'release_date': 'October 2010'}"
/Movie Scripts/Casino Script.html,Casino Script.,"{'writers': ['Nicholas Pileggi', 'Martin Scorsese'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Cassandro Script.html,Cassandro Script.,"{'writers': ['David Teague', 'Roger Ross Williams'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'September 2023'}"
/Movie Scripts/Cast Away Script.html,Cast Away Script.,"{'writers': ['William Broyles Jr.'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Catch Me If You Can Script.html,Catch Me If You Can Script.,"{'writers': ['Jeff Nathanson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': None, 'release_date': 'December 2002'}"
